Subregion,FlowName,Emission_factor,Compartment,Unit,Year
HIMS,Toluene,9.024460334326437e-06,air,kg,2016
HIMS,Volatile organic compounds,0.03393413543833903,air,kg,2016
HIMS,Xylene,4.989237356263331e-06,air,kg,2016
HIOA,Ammonia,0.020784139052634674,air,kg,2016
HIOA,Antimony,3.630353303030763e-05,air,kg,2016
HIOA,Arsenic,9.226942615399382e-06,air,kg,2016
HIOA,Barium compounds,8.081840564619556e-06,air,kg,2016
HIOA,Benz[a]anthracene,2.57883521223944e-11,air,kg,2016
HIOA,Benzene,5.386366601700403e-06,air,kg,2016
HIOA,Benzo[a]pyrene,3.7174737495705954e-11,air,kg,2016
HIOA,Benzo[ghi]perylene,2.6465552705300598e-08,air,kg,2016
HIOA,Beryllium,2.7743722007208886e-07,air,kg,2016
HIOA,Cadmium,3.169819431397568e-06,air,kg,2016
HIOA,Carbon dioxide,753.7047244399658,air,kg,2016
HIOA,Carbon monoxide,0.14285221948937893,air,kg,2016
HIOA,Chromium(III),4.278429483073828e-06,air,kg,2016
HIOA,Chromium(VI),1.7479621063370704e-06,air,kg,2016
HIOA,Chrysene,4.025180594383659e-11,air,kg,2016
HIOA,Cobalt,4.156893095073393e-05,air,kg,2016
HIOA,Dioxins,3.6164445496145466e-11,air,kg,2016
HIOA,Fluoranthene,8.185632747957857e-11,air,kg,2016
HIOA,Formaldehyde,2.9624563795107368e-05,air,kg,2016
HIOA,Heat,10966.147115908914,input,MJ,2016
HIOA,Hydrochloric acid,0.0035788524027310525,air,kg,2016
HIOA,Hydrofluoric acid,3.9046475168489495e-05,air,kg,2016
HIOA,Lead,4.276333333930263e-05,air,kg,2016
HIOA,Lead compounds,2.4670896236813008e-05,air,kg,2016
HIOA,Lead compounds,3.44329311375246e-07,water,kg,2016
HIOA,Manganese,2.3555313941323127e-05,air,kg,2016
HIOA,Manganese compounds,2.840130017540722e-06,air,kg,2016
HIOA,Mercury,2.3078586159773624e-06,air,kg,2016
HIOA,Mercury compounds,1.6511455858193635e-07,air,kg,2016
HIOA,Mercury compounds,6.623316331483605e-09,water,kg,2016
HIOA,Methane,0.08198537338577741,air,kg,2016
HIOA,Naphthalene,3.7577346123217643e-06,air,kg,2016
HIOA,Nickel,0.0013181250256805754,air,kg,2016
HIOA,Nickel compounds,0.0009934406388502415,air,kg,2016
HIOA,Nickel compounds,6.623316331483605e-08,water,kg,2016
HIOA,Nitrogen oxides,1.5287497633896583,air,kg,2016
HIOA,Nitrous oxide,0.012481285066304419,air,kg,2016
HIOA,"PAH/POM, unspecified",9.416773376844398e-08,air,kg,2016
HIOA,"Particulate matter, ≤ 10μm",0.1700682071348974,air,kg,2016
HIOA,"Particulate matter, ≤ 2.5μm",0.15225911210095355,air,kg,2016
HIOA,Phosphorus,6.533250314423682e-05,air,kg,2016
HIOA,Polycyclic aromatic hydrocarbons,6.82423283107882e-06,air,kg,2016
HIOA,Selenium,4.718073662908301e-06,air,kg,2016
HIOA,Steam,377.398335612239,output,MJ,2016
HIOA,Sulfur dioxide,3.9181892703235865,air,kg,2016
HIOA,Sulfuric acid,0.04304908280325187,air,kg,2016
HIOA,Vanadium compounds,1.7959645699154569e-06,air,kg,2016
HIOA,Volatile organic compounds,0.009049646613299983,air,kg,2016
HIOA,Zinc compounds,2.4433471474431215e-06,air,kg,2016
MROE,"1,1,1-Trichloroethane",1.2852420017599497e-07,air,kg,2016
MROE,"1,2-Dibromo-3-chloropropane",1.194822966460255e-07,air,kg,2016
MROE,"1,2-Dichloroethane",7.168937798761529e-06,air,kg,2016
MROE,"1,3-Butadiene",1.8096627886620737e-07,air,kg,2016
MROE,"2,4-Dinitrotoluene",5.496185645717172e-08,air,kg,2016
MROE,2-Chloroacetophenone,1.3756610370596447e-06,air,kg,2016
MROE,Acenaphthene,3.2809192808746455e-09,air,kg,2016
MROE,Acenaphthylene,4.97950544400463e-10,air,kg,2016
MROE,Acetaldehyde,0.0001234262122896565,air,kg,2016
MROE,Acetophenone,2.9386186472400857e-06,air,kg,2016
MROE,Acrolein,5.525200100003726e-05,air,kg,2016
MROE,Acrylonitrile,0.00011863081941210243,air,kg,2016
MROE,Ammonia,0.0027302139349888073,air,kg,2016
MROE,Ammonia,1.7890984387909138e-06,water,kg,2016
MROE,Anthracene,6.781427647477122e-11,air,kg,2016
MROE,Antimony,4.695331333062731e-06,air,kg,2016
MROE,Arsenic,1.9470488927387856e-06,air,kg,2016
MROE,Barium compounds,6.743844144701147e-05,air,kg,2016
MROE,Barium compounds,0.0033599526220793523,ground,kg,2016
MROE,Barium compounds,8.405546857240796e-05,water,kg,2016
MROE,Benz[a]anthracene,6.10328488272941e-10,air,kg,2016
MROE,Benzene,0.0002337025211493577,air,kg,2016
MROE,Benzo[a]pyrene,3.629678417030612e-12,air,kg,2016
MROE,Benzo[ghi]perylene,6.5876725718349186e-09,air,kg,2016
MROE,Benzofluoranthene,7.039767748333393e-10,air,kg,2016
MROE,Benzyl chloride,0.0001251031313904058,air,kg,2016
MROE,Beryllium,3.2873777833960526e-07,air,kg,2016
MROE,Biphenyl,3.3325873010459e-07,air,kg,2016
MROE,CHROMIUM,0.5168849950148442,waste,kg,2016
MROE,Cadmium,9.887418830341212e-07,air,kg,2016
MROE,Carbon dioxide,758.8883989000906,air,kg,2016
MROE,Carbon disulfide,2.551108495955679e-05,air,kg,2016
MROE,Carbon monoxide,0.3628606839087146,air,kg,2016
MROE,Chlorobenzene,4.301362679256917e-06,air,kg,2016
MROE,Chloroethane,8.202298202186614e-06,air,kg,2016
MROE,Chloroform,1.0527359109893055e-05,air,kg,2016
MROE,Chloromethane,0.00010398576569616205,air,kg,2016
MROE,Chromium compounds,1.9950063984437696e-05,air,kg,2016
MROE,Chromium compounds,3.5134253716452896e-05,ground,kg,2016
MROE,Chromium compounds,2.0236522645720156e-06,water,kg,2016
MROE,Chromium(III),4.1528171212645616e-05,air,kg,2016
MROE,Chromium(VI),4.43699123220646e-06,air,kg,2016
MROE,Chrysene,2.6802785463838148e-11,air,kg,2016
MROE,Cobalt,1.0527359109893055e-05,air,kg,2016
MROE,Copper compounds,4.1528171212645615e-06,air,kg,2016
MROE,Copper compounds,3.739472959894527e-05,ground,kg,2016
MROE,Copper compounds,9.49399870646797e-06,water,kg,2016
MROE,Cumene,1.039818905946492e-06,air,kg,2016
MROE,Cyanide,0.0004467966210299126,air,kg,2016
MROE,Di(2-ethylhexyl) phthalate,1.4337875597523059e-05,air,kg,2016
MROE,Dimethyl sulfate,8.58980835347102e-06,air,kg,2016
MROE,Dioxins,1.4208705547094922e-10,air,kg,2016
MROE,Ethylbenzene,2.200549341346232e-05,air,kg,2016
MROE,Ethylene dibromide,2.3508949177920687e-07,air,kg,2016
MROE,Fluoranthene,7.298107849189665e-10,air,kg,2016
MROE,Fluorene,5.851403284394545e-10,air,kg,2016
MROE,Formaldehyde,0.04091348177268477,air,kg,2016
MROE,Heat,10364.268658923658,input,MJ,2016
MROE,Hexane,1.3110760118455768e-05,air,kg,2016
MROE,Hydrochloric acid,0.0017029140926555315,air,kg,2016
MROE,Hydrofluoric acid,0.0018142676310421615,air,kg,2016
MROE,IGNITABLE WASTE,0.0005007419091902149,waste,kg,2016
MROE,"Indeno[1,2,3-cd]pyrene",3.920311030493917e-10,air,kg,2016
MROE,Isophorone,0.00011365349812045586,air,kg,2016
MROE,Lead,6.032241354993935e-06,air,kg,2016
MROE,Lead compounds,5.894476913534234e-06,air,kg,2016
MROE,Lead compounds,1.9827602740718822e-05,ground,kg,2016
MROE,Lead compounds,6.587886669372087e-07,water,kg,2016
MROE,Manganese,8.021783056713295e-05,air,kg,2016
MROE,Manganese compounds,4.5176913847638115e-05,air,kg,2016
MROE,Manganese compounds,4.314279684299731e-05,ground,kg,2016
MROE,Manganese compounds,2.447836621343895e-05,water,kg,2016
MROE,Mercury,1.6469181429587297e-06,air,kg,2016
MROE,Mercury compounds,7.21151590954948e-07,air,kg,2016
MROE,Mercury compounds,4.462825242292087e-07,ground,kg,2016
MROE,Mercury compounds,7.694194608046133e-09,water,kg,2016
MROE,Methane,0.06953950647703787,air,kg,2016
MROE,Methyl bromide,2.9579941548043066e-05,air,kg,2016
MROE,Methyl hydrazine,3.0354961850611875e-05,air,kg,2016
MROE,Methyl methacrylate,3.933228035536731e-06,air,kg,2016
MROE,Methyl tert-butyl ether,6.8460126726911895e-06,air,kg,2016
MROE,Methylene chloride,5.6963992238807824e-05,air,kg,2016
MROE,Naphthalene,1.5168545666131663e-06,air,kg,2016
MROE,Nickel,9.12127655887439e-05,air,kg,2016
MROE,Nickel compounds,1.969443220251289e-07,air,kg,2016
MROE,Nickel compounds,2.1409753716925303e-09,water,kg,2016
MROE,Nitrogen oxides,0.44190848609326167,air,kg,2016
MROE,Nitrous oxide,0.011401127825897835,air,kg,2016
MROE,"Particulate matter, ≤ 10μm",0.06744607714442742,air,kg,2016
MROE,"Particulate matter, ≤ 2.5μm",0.02211581843659409,air,kg,2016
MROE,Phenanthrene,4.856793896097901e-09,air,kg,2016
MROE,Phenol,3.1388322254036966e-06,air,kg,2016
MROE,Polycyclic aromatic hydrocarbons,6.368083486107087e-10,air,kg,2016
MROE,Propionaldehyde,7.465253894443672e-05,air,kg,2016
MROE,Propylene oxide,2.81731593234891e-08,air,kg,2016
MROE,Pyrene,5.94182231969424e-10,air,kg,2016
MROE,Selenium,9.391437686428031e-05,air,kg,2016
MROE,Steam,1742.8182298826769,output,MJ,2016
MROE,Styrene,4.902003413747748e-06,air,kg,2016
MROE,Sulfur dioxide,0.5701158317446371,air,kg,2016
MROE,Sulfuric acid,0.0037861879544821148,air,kg,2016
MROE,Tetrachloroethylene,8.460638303042885e-06,air,kg,2016
MROE,Toluene,6.16802798139784e-05,air,kg,2016
MROE,Tribromomethane,7.621032975260004e-06,air,kg,2016
MROE,Vanadium compounds,3.542269457763996e-06,air,kg,2016
MROE,Vanadium compounds,3.7846824775443746e-05,ground,kg,2016
MROE,Vanadium compounds,2.403559096315188e-06,water,kg,2016
MROE,Vinyl acetate,1.4919140824449666e-06,air,kg,2016
MROE,Vinyl chloride,0.00036901915016560076,air,kg,2016
MROE,Volatile organic compounds,0.10724634603055402,air,kg,2016
MROE,Xylene,1.445160962875273e-05,air,kg,2016
MROE,Zinc compounds,1.2206569765458819e-05,air,kg,2016
MROE,Zinc compounds,5.903071304565799e-05,ground,kg,2016
MROE,Zinc compounds,1.698586163129984e-05,water,kg,2016
MROW,"1,1,1-Trichloroethane",4.152643284355345e-06,air,kg,2016
MROW,"1,1,2,2-Tetrachloroethane",1.5940348325940826e-14,air,kg,2016
MROW,"1,1,2-Trichloroethane",5.167162394389403e-13,air,kg,2016
MROW,"1,2,4-Trimethylbenzene",2.735817763027861e-07,air,kg,2016
MROW,"1,2-Dichloroethane",8.106576189939236e-06,air,kg,2016
MROW,"1,2-Dichloropropane",3.1690960979499576e-06,air,kg,2016
MROW,"1,3-Butadiene",8.438488385284467e-07,air,kg,2016
MROW,"1,3-Dichloropropene",1.5940348325940826e-14,air,kg,2016
MROW,1-Methylnaphthalene,8.83660182837909e-08,air,kg,2016
MROW,"2,2,4-Trimethylpentane",4.397485399368265e-08,air,kg,2016
MROW,"2,4-Dinitrophenol",1.7257575135846742e-08,air,kg,2016
MROW,"2,4-Dinitrotoluene",4.557522787910309e-08,air,kg,2016
MROW,"2,4-Toluenediamine",2.503879455564998e-16,air,kg,2016
MROW,2-Chloroacetophenone,1.2487439876949855e-06,air,kg,2016
MROW,2-Methylnaphthalene,3.600870629386855e-06,air,kg,2016
MROW,3-Methylcholanthrene,1.3494592434202934e-12,air,kg,2016
MROW,5-Methylchrysene,8.945452856377259e-10,air,kg,2016
MROW,Acenaphthene,1.8627959933586918e-07,air,kg,2016
MROW,Acenaphthylene,7.183669676690676e-07,air,kg,2016
MROW,Acetaldehyde,0.0001700202561555491,air,kg,2016
MROW,Acetonitrile,5.234425893423248e-07,air,kg,2016
MROW,Acetophenone,2.661895726807386e-06,air,kg,2016
MROW,Acrolein,0.0001802403196936031,air,kg,2016
MROW,Acrylonitrile,3.8796953248333436e-07,air,kg,2016
MROW,Ammonia,0.00684773182208831,air,kg,2016
MROW,Ammonia,1.4285291209644511e-06,ground,kg,2016
MROW,Ammonia,0.00010968678839428965,water,kg,2016
MROW,Aniline,2.0294601903000507e-07,air,kg,2016
MROW,Anthracene,4.232423710126545e-08,air,kg,2016
MROW,Antimony,4.689059940678025e-06,air,kg,2016
MROW,Antimony compounds,2.8570582419289022e-06,air,kg,2016
MROW,Arsenic,2.228474135304857e-05,air,kg,2016
MROW,Arsenic compounds,7.169002230670309e-06,air,kg,2016
MROW,Arsenic compounds,3.6846562935577545e-06,ground,kg,2016
MROW,Arsenic compounds,2.092716092335377e-07,water,kg,2016
MROW,BARIUM,9.875920328610113e-07,waste,kg,2016
MROW,"BENZENE, METHYL- (OR) TOLUENE",1.1104014048230022e-06,waste,kg,2016
MROW,Barium,1.3705445440987355e-06,air,kg,2016
MROW,Barium,2.6251199344660394e-06,water,kg,2016
MROW,Barium compounds,0.00047646340649765986,air,kg,2016
MROW,Barium compounds,0.0007037226939452851,ground,kg,2016
MROW,Barium compounds,2.187599945388366e-05,water,kg,2016
MROW,Benz[a]anthracene,1.0800088930949605e-08,air,kg,2016
MROW,Benzene,0.000357396031480354,air,kg,2016
MROW,Benzidine,9.857378067171674e-08,air,kg,2016
MROW,Benzo(b)fluoranthene,2.3901619384130843e-08,air,kg,2016
MROW,Benzo[a]pyrene,6.884492047750943e-09,air,kg,2016
MROW,Benzo[e]pyrene,4.410529730717121e-08,air,kg,2016
MROW,Benzo[ghi]perylene,7.797944025005763e-08,air,kg,2016
MROW,Benzo[j]fluoranthene,1.3494592434202934e-12,air,kg,2016
MROW,Benzo[k]fluoranthene,2.9027128389846664e-09,air,kg,2016
MROW,Benzyl chloride,0.00012532002855280113,air,kg,2016
MROW,Beryllium,4.281056048344038e-06,air,kg,2016
MROW,Beryllium compounds,5.693031183179363e-08,air,kg,2016
MROW,Biphenyl,2.374470669533967e-06,air,kg,2016
MROW,CADMIUM,9.875920328610114e-06,waste,kg,2016
MROW,CHROMIUM,7.906987754415781e-06,waste,kg,2016
MROW,COMPRESSED GAS,0.008460918523261498,waste,kg,2016
MROW,CORROSIVE WASTE,0.0007189697037389109,waste,kg,2016
MROW,Cadmium,1.5268491523873513e-06,air,kg,2016
MROW,Carbon dioxide,559.9722559220107,air,kg,2016
MROW,Carbon disulfide,2.3281373078820224e-05,air,kg,2016
MROW,Carbon monoxide,0.23623762894598585,air,kg,2016
MROW,Carbon tetrachloride,1.3430901190687432e-06,air,kg,2016
MROW,Carbonyl sulfide,2.904500168455397e-07,air,kg,2016
MROW,Catechol,5.107914089352596e-06,air,kg,2016
MROW,Chlorine,0.0004154037253398755,air,kg,2016
MROW,Chlorobenzene,7.0899166565488e-06,air,kg,2016
MROW,Chloroethane,1.779849494293367e-05,air,kg,2016
MROW,Chloroform,1.1997479162664693e-05,air,kg,2016
MROW,Chloromethane,9.644344696494674e-05,air,kg,2016
MROW,Chromium,4.0167497792432166e-08,air,kg,2016
MROW,Chromium,7.854274502719676e-07,water,kg,2016
MROW,Chromium compounds,9.435672053602834e-06,air,kg,2016
MROW,Chromium compounds,1.628839477409651e-06,ground,kg,2016
MROW,Chromium compounds,1.9240336869078403e-07,water,kg,2016
MROW,Chromium(III),2.6220084948278622e-05,air,kg,2016
MROW,Chromium(VI),6.034983165784398e-06,air,kg,2016
MROW,Chrysene,8.455252895019206e-08,air,kg,2016
MROW,Cobalt,6.1464659885063125e-06,air,kg,2016
MROW,Cobalt compounds,2.6567478854837027e-06,air,kg,2016
MROW,Cobalt compounds,3.800625447289186e-08,water,kg,2016
MROW,Copper compounds,1.133334911466262e-05,air,kg,2016
MROW,Copper compounds,5.956597441659889e-07,ground,kg,2016
MROW,Copper compounds,2.3035690991197977e-06,water,kg,2016
MROW,Cresol,3.505431237790997e-08,air,kg,2016
MROW,Cumene,9.64023489626455e-07,air,kg,2016
MROW,Cyanide,0.00032889206062191114,air,kg,2016
MROW,DRIED PAINT,1.8344211590244612e-05,waste,kg,2016
MROW,Di(2-ethylhexyl) phthalate,1.2546601096545304e-05,air,kg,2016
MROW,"Dibenz[a,h]anthracene",1.016337681834209e-12,air,kg,2016
MROW,Diisocyanates,0.009495031414755184,air,kg,2016
MROW,Dimethyl sulfate,8.835390091733454e-06,air,kg,2016
MROW,Dioxins,6.243433139350895e-10,air,kg,2016
MROW,Ethylbenzene,4.9255525672155126e-05,air,kg,2016
MROW,Ethylene,4.564967596882711e-05,air,kg,2016
MROW,Ethylene dibromide,7.440287741886929e-07,air,kg,2016
MROW,Ethylene glycol,4.0452309226462644e-05,air,kg,2016
MROW,Fluoranthene,2.6564677854156524e-07,air,kg,2016
MROW,Fluorene,8.594348952016011e-07,air,kg,2016
MROW,Formaldehyde,0.0035929621038042455,air,kg,2016
MROW,Formic acid,1.233490089688862e-07,air,kg,2016
MROW,"HYDRAZINE (R,T)",2.8096163154024077e-05,waste,kg,2016
MROW,Heat,10521.555633799224,input,MJ,2016
MROW,Hexachlorobenzene,2.756903063706303e-09,air,kg,2016
MROW,Hexane,4.9769085604759966e-05,air,kg,2016
MROW,Hydrazine,5.007758911129996e-16,air,kg,2016
MROW,Hydrochloric acid,0.004193156925004443,air,kg,2016
MROW,Hydrofluoric acid,0.0029505143692061643,air,kg,2016
MROW,Hydrogen cyanide,1.9029483862293983e-08,air,kg,2016
MROW,Hydrogen sulfide,5.0815574635045426e-05,air,kg,2016
MROW,IGNITABLE WASTE,3.972472647244101,waste,kg,2016
MROW,"Indeno[1,2,3-cd]pyrene",5.186124157807539e-09,air,kg,2016
MROW,Isophorone,0.000103858927239905,air,kg,2016
MROW,LAB PACKS/NO ACUTE,2.468980082152528e-07,waste,kg,2016
MROW,LEAD,0.00041660215349461087,waste,kg,2016
MROW,Lead,2.478080336039364e-05,air,kg,2016
MROW,Lead,6.536443210317046e-08,water,kg,2016
MROW,Lead compounds,2.1495995526214463e-05,air,kg,2016
MROW,Lead compounds,1.3713220849025322e-05,ground,kg,2016
MROW,Lead compounds,8.539546774769044e-07,water,kg,2016
MROW,MERCURY,1.7270067932154989e-07,waste,kg,2016
MROW,METAL BEARING SLUDGE,1.750079956310693e-05,waste,kg,2016
MROW,Manganese,6.085522871794683e-05,air,kg,2016
MROW,Manganese compounds,4.877092198888931e-05,air,kg,2016
MROW,Manganese compounds,0.0004645752475063171,ground,kg,2016
MROW,Manganese compounds,1.3125599672330197e-05,water,kg,2016
MROW,Mercury,4.5117126521288245e-06,air,kg,2016
MROW,Mercury,1.6657387535969245e-08,ground,kg,2016
MROW,Mercury,1.354730568589904e-09,water,kg,2016
MROW,Mercury compounds,4.179503854390199e-06,air,kg,2016
MROW,Mercury compounds,2.9179621079780664e-07,ground,kg,2016
MROW,Mercury compounds,1.984791530006682e-08,water,kg,2016
MROW,Methane,0.05146586280399382,air,kg,2016
MROW,Methanol,0.0007170826830528898,air,kg,2016
MROW,Methyl bromide,3.0329479357004093e-05,air,kg,2016
MROW,Methyl hydrazine,3.016082628253037e-05,air,kg,2016
MROW,Methyl isobutyl ketone,2.8053404394650484e-05,air,kg,2016
MROW,Methyl methacrylate,3.5347441073241445e-06,air,kg,2016
MROW,Methyl tert-butyl ether,6.243753351578948e-06,air,kg,2016
MROW,Methylene chloride,7.968552760917006e-05,air,kg,2016
MROW,Naphthalene,2.543248189120186e-05,air,kg,2016
MROW,Nickel,2.1822223050273664e-05,air,kg,2016
MROW,Nickel compounds,6.589156462013152e-06,air,kg,2016
MROW,Nickel compounds,5.956597441659889e-07,ground,kg,2016
MROW,Nickel compounds,4.517525670356217e-08,water,kg,2016
MROW,Nitrogen dioxide,0.011396385476150435,air,kg,2016
MROW,Nitrogen oxides,0.4683063991539488,air,kg,2016
MROW,Nitrous oxide,0.00912022961608483,air,kg,2016
MROW,OTH INORGANIC SOLIDS,0.00028379608402123306,waste,kg,2016
MROW,OTH ORGANIC LIQUID,0.005358581730424004,waste,kg,2016
MROW,"PAH/POM, unspecified",6.178885199716051e-08,air,kg,2016
MROW,"PAINT, INK, ETC.",0.13397851372333858,waste,kg,2016
MROW,"Particulate matter, ≤ 10μm",0.05563257120207247,air,kg,2016
MROW,"Particulate matter, ≤ 2.5μm",0.03956756441487802,air,kg,2016
MROW,Pentachlorophenol,4.932575579872613e-09,air,kg,2016
MROW,Phenanthrene,1.7593252446864524e-06,air,kg,2016
MROW,Phenol,3.779998759380763e-05,air,kg,2016
MROW,Phenol,9.488385305298938e-09,water,kg,2016
MROW,Phosphorus,2.761447017619657e-07,air,kg,2016
MROW,Polycyclic aromatic hydrocarbons,1.4878028815532831e-06,air,kg,2016
MROW,Propionaldehyde,7.419397499857996e-05,air,kg,2016
MROW,Propylene,5.383551682471529e-05,air,kg,2016
MROW,Propylene oxide,2.2349367639600187e-06,air,kg,2016
MROW,Pyrene,2.1024893922083182e-07,air,kg,2016
MROW,Pyridine,4.754735302988691e-09,air,kg,2016
MROW,SPENT ACID,7.66650990017815e-05,waste,kg,2016
MROW,Selenium,7.893590493548064e-05,air,kg,2016
MROW,Selenium compounds,2.0663594664873243e-06,air,kg,2016
MROW,Selenium compounds,4.754735302988691e-09,water,kg,2016
MROW,Steam,543.0969202063055,output,MJ,2016
MROW,Styrene,0.0001870699476733957,air,kg,2016
MROW,Sulfur dioxide,0.6263643480199481,air,kg,2016
MROW,Sulfuric acid,0.0014361857207733106,air,kg,2016
MROW,"THE FOLLOWING SPENT NONHALOGENATED SOLVENTS: TOLUENE, METHYL ETHYL KETONE, CARBON DISULFIDE, ISOBUTANOL, PYRIDINE, BENZENE, 2-ETHOXYETHANOL, AND 2-NITROPROPANE; ALL SPENT SOLVENT MIXTURES/BLENDS CONTAINING, BEFORE USE, A TOTAL OF TEN PERCENT OR MORE (BY VOLUME) OF ONE OR MORE OF THE ABOVE NONHALOGENATED SOLVENTS OR THOSE SOLVENTS LISTED IN F001, F002, OR F004; AND STILL BOTTOMS FROM THE RECOVERY OF THESE SPENT SOLVENTS AND SPENT SOLVENT MIXTURES.",0.014101530872102497,waste,kg,2016
MROW,Tetrachloroethylene,1.1321600294366025e-05,air,kg,2016
MROW,Toluene,0.0002711473767160027,air,kg,2016
MROW,Tribromomethane,6.984345097438027e-06,air,kg,2016
MROW,Trichloroethylene,2.8810748962051245e-06,air,kg,2016
MROW,Vanadium compounds,1.3600018937595145e-05,air,kg,2016
MROW,Vanadium compounds,2.5249647562434394e-06,ground,kg,2016
MROW,Vanadium compounds,2.2824837984413558e-07,water,kg,2016
MROW,Vinyl acetate,1.354571448335443e-06,air,kg,2016
MROW,Vinyl chloride,1.7302078006420477e-06,air,kg,2016
MROW,Volatile organic compounds,0.02125960044259551,air,kg,2016
MROW,Xylene,0.00011355241662605887,air,kg,2016
MROW,Zinc compounds,0.0005078809277209102,air,kg,2016
MROW,Zinc compounds,0.001141243511314393,ground,kg,2016
MROW,Zinc compounds,1.5960672903778987e-06,water,kg,2016
MROW,m-Xylene,1.007926992450298e-07,air,kg,2016
MROW,o-Xylene,2.460841725768885e-06,air,kg,2016
MROW,p-Nitrophenol,1.0521969317900587e-08,air,kg,2016
NEWE,"1,1,1-Trichloroethane",3.605949647405938e-06,air,kg,2016
NEWE,"1,1,2,2-Tetrachloroethane",2.1730745223556172e-07,air,kg,2016
NEWE,"1,1-Dichloroethane",5.576418345908723e-07,air,kg,2016
NEWE,"1,1-Dichloroethylene",2.484685208580196e-08,air,kg,2016
NEWE,"1,2-Dichloroethane",2.761008640292682e-06,air,kg,2016
NEWE,"1,2-Dichloropropane",3.7229276722620758e-06,air,kg,2016
NEWE,"1,3-Butadiene",7.160679367358537e-07,air,kg,2016
NEWE,"2,2,4-Trimethylpentane",5.625487157565222e-12,air,kg,2016
NEWE,"2,4,6-Trichlorophenol",1.6154553996379494e-09,air,kg,2016
NEWE,"2,4-Dinitrophenol",2.0172691792433275e-08,air,kg,2016
NEWE,"2,4-Dinitrotoluene",1.621052496687349e-09,air,kg,2016
NEWE,"2-BUTANONE, PEROXIDE (R,T) (OR) METHYL ETHYL KETONE PEROXIDE (R,T)",2.1037663662896966e-08,waste,kg,2016
NEWE,2-Chloroacetophenone,4.0340991211050274e-08,air,kg,2016
NEWE,2-Chloronaphthalene,8.774300901586831e-11,air,kg,2016
NEWE,2-Methylnaphthalene,6.598568539196442e-09,air,kg,2016
NEWE,2-PROPANONE (I) (OR) ACETONE (I),1.2555715451989086e-06,waste,kg,2016
NEWE,3-Methylcholanthrene,2.97991121683043e-11,air,kg,2016
NEWE,"7,12-Dimethylbenz[a]anthracene",2.643489783242633e-10,air,kg,2016
NEWE,ASH,0.003940780607204155,waste,kg,2016
NEWE,Acenaphthene,3.58624893933785e-08,air,kg,2016
NEWE,Acenaphthylene,1.8886877260183283e-07,air,kg,2016
NEWE,Acetaldehyde,0.00026430670106667375,air,kg,2016
NEWE,Acetaldehyde,1.218586389606082e-05,water,kg,2016
NEWE,Acetophenone,8.701407479797642e-08,air,kg,2016
NEWE,Acrolein,0.00031317895402731597,air,kg,2016
NEWE,Acrylonitrile,3.1407077058950994e-07,air,kg,2016
NEWE,Ammonia,0.006881708110458511,air,kg,2016
NEWE,Ammonia,9.832813557445597e-05,water,kg,2016
NEWE,Anthracene,1.1261657035480158e-07,air,kg,2016
NEWE,Antimony,1.1049619637709687e-06,air,kg,2016
NEWE,Arsenic,2.206824781594717e-06,air,kg,2016
NEWE,BARIUM,8.42114571477234e-09,waste,kg,2016
NEWE,Barium compounds,5.4121856028479525e-06,air,kg,2016
NEWE,Benz[a]anthracene,4.10505117984511e-09,air,kg,2016
NEWE,Benzene,0.00037123370315980377,air,kg,2016
NEWE,Benzo(b)fluoranthene,5.705656409647746e-09,air,kg,2016
NEWE,Benzo[a]pyrene,6.29945498994739e-07,air,kg,2016
NEWE,Benzo[e]pyrene,9.430323398901733e-11,air,kg,2016
NEWE,Benzo[ghi]perylene,1.4541614349238533e-08,air,kg,2016
NEWE,Benzo[ghi]perylene,3.1263769335849196e-09,water,kg,2016
NEWE,Benzo[k]fluoranthene,1.9269214909849335e-09,air,kg,2016
NEWE,Benzofluoranthene,4.6845086658640817e-11,air,kg,2016
NEWE,Benzyl chloride,4.109606403560957e-06,air,kg,2016
NEWE,Beryllium,2.406529643762132e-07,air,kg,2016
NEWE,Biphenyl,9.815464223422252e-09,air,kg,2016
NEWE,CADMIUM,1.0303231254241762e-05,waste,kg,2016
NEWE,CERTAIN GLYCOL ETHERS,3.6491251413141492e-06,water,kg,2016
NEWE,CHROMIUM,0.25971171209304056,waste,kg,2016
NEWE,COMPRESSED GAS,6.760927348123153e-05,waste,kg,2016
NEWE,CONT. DEBRIS,0.005567211409640203,waste,kg,2016
NEWE,CORROSIVE WASTE,0.0009538152315740521,waste,kg,2016
NEWE,Cadmium,8.316794691816932e-07,air,kg,2016
NEWE,Carbon dioxide,252.586691237755,air,kg,2016
NEWE,Carbon disulfide,8.477900083147771e-07,air,kg,2016
NEWE,Carbon monoxide,0.19510246445510626,air,kg,2016
NEWE,Carbon tetrachloride,3.3785158611717518e-06,air,kg,2016
NEWE,Carbonyl sulfide,9.266317774573008e-07,air,kg,2016
NEWE,Catechol,3.2801124865745165e-06,water,kg,2016
NEWE,Chlorine,5.8439004903358285e-05,air,kg,2016
NEWE,Chlorine dioxide,8.852941598452455e-06,air,kg,2016
NEWE,Chlorobenzene,3.867734583621733e-06,air,kg,2016
NEWE,Chloroethane,6.364189369874471e-05,air,kg,2016
NEWE,Chloroform,2.780148197893987e-06,air,kg,2016
NEWE,Chloromethane,5.362945325162514e-06,air,kg,2016
